USD,AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTN,BWP,BYN,BZD,CAD,CDF,CHF,CLP,CNY,COP,CRC,CUC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,EUR,FJD,FKP,FOK,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JMD,JOD,JPY,KES,KGS,KHR,KID,KMF,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRU,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLL,SOS,SRD,SSP,STN,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TVD,TWD,TZS,UAH,UGX,UYU,UZS,VES,VND,VUV,WST,XAF,XCD,XDR,XOF,XPF,YER,ZAR,ZMW
1,3.67,78.55,102.9,513.07,1.79,654.64,95.29,1.33,1.79,1.7,1.64,2,84.74,1.64,0.376,1966.54,1,1.34,6.88,5.02,1,74.24,10.91,2.53,2,1.23,1990.61,0.92,746.89,6.47,3759.28,617.5,1,25.75,92.5,21.47,177.72,6.26,56.86,133.8,15.65,15,43.75,0.839,2.07,0.719,6.26,0.719,3.16,0.719,5.83,0.719,51.97,9832.58,7.73,209.27,7.76,23.98,6.32,91.3,297.04,14487.84,3.27,0.719,74.24,1460.66,41929.3,123.27,150.26,0.709,110.62,107.69,84.53,4083.47,1.33,412.7,1134.57,0.3,0.833,426.97,9451.8,1507.5,198.48,171.23,14.3,4.47,8.91,17.83,3778.15,51.88,1644.91,2850.02,8,36.17,40.93,15.36,806.34,20.49,4.15,63.59,14.3,425.67,34.89,8.58,118.79,1.43,0.384,1,3.96,3.51,48.69,157.38,3.8,6753.55,3.64,4.13,98.81,73.11,1004.36,3.75,8.06,15.81,434.46,8.52,1.34,0.719,10264.78,579.1,21.06,177.6,20.55,1254.41,14.3,31.71,11.31,3.5,2.76,2.23,8.69,6.78,1.33,27.93,2316.08,27.28,3552.84,43.72,10688.96,3178517.08,22930.86,109.4,2.52,550.26,2.7,0.701,550.26,100.1,249.75,14.3,22.56
