AUD,AED,AFN,ALL,AMD,ANG,AOA,ARS,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTN,BWP,BYN,BZD,CAD,CDF,CHF,CLP,CNY,COP,CRC,CUC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,EUR,FJD,FKP,FOK,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JMD,JOD,JPY,KES,KGS,KHR,KID,KMF,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRU,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLL,SOS,SRD,SSP,STN,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TVD,TWD,TZS,UAH,UGX,USD,UYU,UZS,VES,VND,VUV,WST,XAF,XCD,XDR,XOF,XPF,YER,ZAR,ZMW
1,2.76,59.07,77.37,384.8,1.35,493.9,71.55,1.35,1.28,1.24,1.51,63.59,1.24,0.283,1487.39,0.753,1.01,5.17,3.77,0.753,55.85,8.21,1.9,1.51,0.931,1498.45,0.692,560.81,4.87,2813.9,463.91,0.753,19.38,69.68,16.17,133.77,4.71,42.72,100.6,11.75,11.29,33.6,0.632,1.56,0.541,4.71,0.541,2.37,0.541,4.37,0.541,39.12,7401.54,5.8,157.53,5.84,18.03,4.76,68.73,224.29,10897.34,2.47,0.541,55.85,1099.53,31396.54,92.57,113.31,0.534,83.24,80.9,63.39,3073.87,1,310.87,853.58,0.226,0.627,320.59,7106.81,1134.71,149.32,128.75,10.76,3.37,6.7,13.39,2841.62,39,1234.3,2145.38,6.02,27.23,30.77,11.53,606.47,15.46,3.12,47.83,10.76,319.75,26.24,6.46,89.36,1.08,0.289,0.753,2.98,2.63,36.64,118.09,2.86,5073.69,2.74,3.11,74.3,54.98,755.3,2.82,6.06,11.87,327.04,6.42,1.01,0.541,7726.89,435.92,15.85,133.57,15.48,942.15,10.76,23.85,8.48,2.63,2.07,1.68,6.55,5.1,1,21.02,1741.74,20.48,2671.81,0.753,32.84,8016.67,2392651.89,17206.72,82.43,1.9,414.49,2.03,0.525,414.49,75.4,187.79,10.77,16.93
