EUR,AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTN,BWP,BYN,BZD,CAD,CDF,CHF,CLP,CNY,COP,CRC,CUC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,FJD,FKP,FOK,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JMD,JOD,JPY,KES,KGS,KHR,KID,KMF,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRU,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLL,SOS,SRD,SSP,STN,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TVD,TWD,TZS,UAH,UGX,USD,UYU,UZS,VES,VND,VUV,WST,XAF,XCD,XDR,XOF,XPF,YER,ZAR,ZMW
1,4.38,93.43,122.39,609.73,2.13,778.75,113.25,1.58,2.13,2.02,1.96,2.38,100.82,1.96,0.448,2340.73,1.19,1.6,8.18,5.97,1.19,88.34,12.98,3.01,2.38,1.47,2372.96,1.1,887.96,7.71,4451.53,733.89,1.19,30.69,110.27,25.58,211.85,7.46,67.58,159.14,18.61,17.88,52.66,2.46,0.857,7.46,0.857,3.75,0.857,6.94,0.857,61.95,11721.19,9.18,249.47,9.25,28.52,7.53,108.84,353.8,17234.36,3.9,0.857,88.34,1741.22,49856.64,146.55,178.06,0.845,131.7,128.18,100.45,4867.82,1.58,491.97,1350.94,0.357,0.993,507.43,11241.97,1796.99,236.58,203.66,17.03,5.33,10.6,21.2,4498.86,61.7,1956.93,3397.45,9.53,43.12,48.68,18.29,960.16,24.41,4.95,75.73,17.03,506.62,41.5,10.22,141.35,1.7,0.458,1.19,4.71,4.17,57.93,187.11,4.53,8026.46,4.34,4.92,117.53,86.98,1195.91,4.47,9.61,18.81,517.91,10.15,1.6,0.857,12236.4,690.34,25.11,211.47,24.5,1491.45,17.03,37.76,13.44,4.16,3.28,2.66,10.35,8.17,1.58,33.25,2757.81,32.43,4230.44,1.19,51.96,12702.71,3784978.14,27280.65,130.49,3.01,655.96,3.22,0.833,655.96,119.33,297.05,17.03,26.86
