GBP,AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTN,BWP,BYN,BZD,CAD,CDF,CHF,CLP,CNY,COP,CRC,CUC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,EUR,FJD,FKP,FOK,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,INR,IQD,IRR,ISK,JMD,JOD,JPY,KES,KGS,KHR,KID,KMF,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRU,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLL,SOS,SRD,SSP,STN,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TVD,TWD,TZS,UAH,UGX,USD,UYU,UZS,VES,VND,VUV,WST,XAF,XCD,XDR,XOF,XPF,YER,ZAR,ZMW
1,5.11,109.2,143.04,711.63,2.49,913.01,132.17,1.85,2.49,2.36,2.28,2.78,117.78,2.28,0.523,2748.08,1.39,1.87,9.55,6.97,1.39,103.11,15.17,3.52,2.78,1.72,2769.3,1.28,1035.95,9,5195.52,856.55,1.39,35.82,128.69,29.86,247.23,8.71,78.87,185.99,21.72,20.87,61.4,1.17,2.87,1,8.71,4.38,1,8.09,1,72.29,13678.87,10.72,291.14,10.8,33.34,8.79,127.02,413.09,20117.8,4.56,1,103.11,2032.04,58181.51,171.06,207.62,0.986,153.84,149.6,117.24,5680.84,1.85,574.18,1576.89,0.417,1.16,592.24,13138.94,2097.14,276.01,238.03,19.89,6.22,12.36,24.76,5245.56,72.01,2286.05,3964.89,11.12,50.32,56.88,21.36,1119.52,28.5,5.77,88.29,19.89,591.31,48.5,11.93,164.97,1.99,0.535,1.39,5.5,4.88,67.61,218.36,5.29,9367.84,5.06,5.74,137.36,101.54,1394.59,5.22,11.21,21.98,604.42,11.85,1.87,1,14280.14,805.64,29.3,246.57,28.59,1742.07,19.89,44.09,15.68,4.85,3.83,3.1,12.09,9.51,1.85,38.81,3215.96,37.84,4933.24,1.39,60.64,14825.63,4421883.6,31868.66,152.29,3.51,765.58,3.76,0.972,765.58,139.27,347.18,19.89,31.33
