INR,AED,AFN,ALL,AMD,ANG,AOA,ARS,AUD,AWG,AZN,BAM,BBD,BDT,BGN,BHD,BIF,BMD,BND,BOB,BRL,BSD,BTN,BWP,BYN,BZD,CAD,CDF,CHF,CLP,CNY,COP,CRC,CUC,CUP,CVE,CZK,DJF,DKK,DOP,DZD,EGP,ERN,ETB,EUR,FJD,FKP,FOK,GBP,GEL,GGP,GHS,GIP,GMD,GNF,GTQ,GYD,HKD,HNL,HRK,HTG,HUF,IDR,ILS,IMP,IQD,IRR,ISK,JMD,JOD,JPY,KES,KGS,KHR,KID,KMF,KRW,KWD,KYD,KZT,LAK,LBP,LKR,LRD,LSL,LYD,MAD,MDL,MGA,MKD,MMK,MNT,MOP,MRU,MUR,MVR,MWK,MXN,MYR,MZN,NAD,NGN,NIO,NOK,NPR,NZD,OMR,PAB,PEN,PGK,PHP,PKR,PLN,PYG,QAR,RON,RSD,RUB,RWF,SAR,SBD,SCR,SDG,SEK,SGD,SHP,SLL,SOS,SRD,SSP,STN,SYP,SZL,THB,TJS,TMT,TND,TOP,TRY,TTD,TVD,TWD,TZS,UAH,UGX,USD,UYU,UZS,VES,VND,VUV,WST,XAF,XCD,XDR,XOF,XPF,YER,ZAR,ZMW
1,0.0495,1.06,1.39,6.92,0.0241,8.82,1.29,0.0179,0.0241,0.0228,0.0221,0.0269,1.14,0.0221,0.00506,26.67,0.0135,0.0181,0.0929,0.0676,0.0135,1,0.146,0.0341,0.0269,0.0167,26.81,0.0124,10.07,0.0872,50.53,8.33,0.0135,0.347,1.25,0.29,2.39,0.0844,0.767,1.8,0.211,0.202,0.593,0.0113,0.0279,0.0097,0.0844,0.0097,0.0426,0.0097,0.0785,0.0097,0.7,132.44,0.104,2.82,0.105,0.323,0.0853,1.23,4.02,195.02,0.0442,0.0097,19.67,565.43,1.66,2.03,0.00955,1.49,1.45,1.14,55,0.0179,5.57,15.28,0.00404,0.0112,5.76,127.22,20.3,2.68,2.3,0.193,0.0602,0.12,0.24,50.92,0.699,22.15,38.39,0.108,0.487,0.553,0.207,10.87,0.277,0.056,0.857,0.193,5.73,0.47,0.116,1.6,0.0192,0.00518,0.0135,0.0533,0.0473,0.656,2.12,0.0514,91.11,0.049,0.0558,1.33,0.985,13.54,0.0505,0.109,0.213,5.85,0.115,0.0181,0.0097,138.26,7.8,0.284,2.39,0.277,16.9,0.193,0.428,0.152,0.0472,0.0372,0.03,0.117,0.0913,0.0179,0.376,31.22,0.368,47.89,0.0135,0.59,144.17,42811.76,308.78,1.47,0.034,7.43,0.0364,0.00944,7.43,1.35,3.36,0.193,0.304
